object,split,label,image,mask
candle,train,normal,candle/Data/Images/Normal/0562.JPG,
candle,train,normal,candle/Data/Images/Normal/0709.JPG,
candle,train,normal,candle/Data/Images/Normal/0588.JPG,
candle,train,normal,candle/Data/Images/Normal/0188.JPG,
candle,train,normal,candle/Data/Images/Normal/0861.JPG,
candle,train,normal,candle/Data/Images/Normal/0682.JPG,
candle,train,normal,candle/Data/Images/Normal/0066.JPG,
candle,train,normal,candle/Data/Images/Normal/0672.JPG,
candle,train,normal,candle/Data/Images/Normal/0896.JPG,
candle,train,normal,candle/Data/Images/Normal/0678.JPG,
candle,train,normal,candle/Data/Images/Normal/0948.JPG,
candle,train,normal,candle/Data/Images/Normal/0329.JPG,
candle,train,normal,candle/Data/Images/Normal/0436.JPG,
candle,train,normal,candle/Data/Images/Normal/0157.JPG,
candle,train,normal,candle/Data/Images/Normal/0010.JPG,
candle,train,normal,candle/Data/Images/Normal/0445.JPG,
candle,train,normal,candle/Data/Images/Normal/0752.JPG,
candle,train,normal,candle/Data/Images/Normal/0137.JPG,
candle,train,normal,candle/Data/Images/Normal/0038.JPG,
candle,train,normal,candle/Data/Images/Normal/0292.JPG,
candle,train,normal,candle/Data/Images/Normal/0713.JPG,
candle,train,normal,candle/Data/Images/Normal/0912.JPG,
candle,train,normal,candle/Data/Images/Normal/0442.JPG,
candle,train,normal,candle/Data/Images/Normal/0386.JPG,
candle,train,normal,candle/Data/Images/Normal/0919.JPG,
candle,train,normal,candle/Data/Images/Normal/0940.JPG,
candle,train,normal,candle/Data/Images/Normal/0924.JPG,
candle,train,normal,candle/Data/Images/Normal/0279.JPG,
candle,train,normal,candle/Data/Images/Normal/0825.JPG,
candle,train,normal,candle/Data/Images/Normal/0326.JPG,
candle,train,normal,candle/Data/Images/Normal/0523.JPG,
candle,train,normal,candle/Data/Images/Normal/0738.JPG,
candle,train,normal,candle/Data/Images/Normal/0547.JPG,
candle,train,normal,candle/Data/Images/Normal/0571.JPG,
candle,train,normal,candle/Data/Images/Normal/0036.JPG,
candle,train,normal,candle/Data/Images/Normal/0298.JPG,
candle,train,normal,candle/Data/Images/Normal/0020.JPG,
candle,train,normal,candle/Data/Images/Normal/0176.JPG,
candle,train,normal,candle/Data/Images/Normal/0728.JPG,
candle,train,normal,candle/Data/Images/Normal/0111.JPG,
candle,train,normal,candle/Data/Images/Normal/0217.JPG,
candle,train,normal,candle/Data/Images/Normal/0119.JPG,
candle,train,normal,candle/Data/Images/Normal/0439.JPG,
candle,train,normal,candle/Data/Images/Normal/0109.JPG,
candle,train,normal,candle/Data/Images/Normal/0933.JPG,
candle,train,normal,candle/Data/Images/Normal/0421.JPG,
candle,train,normal,candle/Data/Images/Normal/0177.JPG,
candle,train,normal,candle/Data/Images/Normal/0667.JPG,
candle,train,normal,candle/Data/Images/Normal/0794.JPG,
candle,train,normal,candle/Data/Images/Normal/0537.JPG,
candle,train,normal,candle/Data/Images/Normal/0963.JPG,
candle,train,normal,candle/Data/Images/Normal/0449.JPG,
candle,train,normal,candle/Data/Images/Normal/0762.JPG,
candle,train,normal,candle/Data/Images/Normal/0936.JPG,
candle,train,normal,candle/Data/Images/Normal/0808.JPG,
candle,train,normal,candle/Data/Images/Normal/0966.JPG,
candle,train,normal,candle/Data/Images/Normal/0540.JPG,
candle,train,normal,candle/Data/Images/Normal/0729.JPG,
candle,train,normal,candle/Data/Images/Normal/0509.JPG,
candle,train,normal,candle/Data/Images/Normal/0839.JPG,
candle,train,normal,candle/Data/Images/Normal/0842.JPG,
candle,train,normal,candle/Data/Images/Normal/0867.JPG,
candle,train,normal,candle/Data/Images/Normal/0561.JPG,
candle,train,normal,candle/Data/Images/Normal/0988.JPG,
candle,train,normal,candle/Data/Images/Normal/0418.JPG,
candle,train,normal,candle/Data/Images/Normal/0930.JPG,
candle,train,normal,candle/Data/Images/Normal/0116.JPG,
candle,train,normal,candle/Data/Images/Normal/0336.JPG,
candle,train,normal,candle/Data/Images/Normal/0372.JPG,
candle,train,normal,candle/Data/Images/Normal/0456.JPG,
candle,train,normal,candle/Data/Images/Normal/0915.JPG,
candle,train,normal,candle/Data/Images/Normal/0472.JPG,
candle,train,normal,candle/Data/Images/Normal/0242.JPG,
candle,train,normal,candle/Data/Images/Normal/0466.JPG,
candle,train,normal,candle/Data/Images/Normal/0895.JPG,
candle,train,normal,candle/Data/Images/Normal/0452.JPG,
candle,train,normal,candle/Data/Images/Normal/0023.JPG,
candle,train,normal,candle/Data/Images/Normal/0365.JPG,
candle,train,normal,candle/Data/Images/Normal/0579.JPG,
candle,train,normal,candle/Data/Images/Normal/0513.JPG,
candle,train,normal,candle/Data/Images/Normal/0799.JPG,
candle,train,normal,candle/Data/Images/Normal/0587.JPG,
candle,train,normal,candle/Data/Images/Normal/0156.JPG,
candle,train,normal,candle/Data/Images/Normal/0927.JPG,
candle,train,normal,candle/Data/Images/Normal/0870.JPG,
candle,train,normal,candle/Data/Images/Normal/0387.JPG,
candle,train,normal,candle/Data/Images/Normal/0307.JPG,
candle,train,normal,candle/Data/Images/Normal/0197.JPG,
candle,train,normal,candle/Data/Images/Normal/0503.JPG,
candle,train,normal,candle/Data/Images/Normal/0195.JPG,
candle,train,normal,candle/Data/Images/Normal/0590.JPG,
candle,train,normal,candle/Data/Images/Normal/0218.JPG,
candle,train,normal,candle/Data/Images/Normal/0359.JPG,
candle,train,normal,candle/Data/Images/Normal/0285.JPG,
candle,train,normal,candle/Data/Images/Normal/0943.JPG,
candle,train,normal,candle/Data/Images/Normal/0403.JPG,
candle,train,normal,candle/Data/Images/Normal/0925.JPG,
candle,train,normal,candle/Data/Images/Normal/0722.JPG,
candle,train,normal,candle/Data/Images/Normal/0568.JPG,
candle,train,normal,candle/Data/Images/Normal/0390.JPG,
candle,train,normal,candle/Data/Images/Normal/0627.JPG,
candle,train,normal,candle/Data/Images/Normal/0511.JPG,
candle,train,normal,candle/Data/Images/Normal/0008.JPG,
candle,train,normal,candle/Data/Images/Normal/0834.JPG,
candle,train,normal,candle/Data/Images/Normal/0720.JPG,
candle,train,normal,candle/Data/Images/Normal/0049.JPG,
candle,train,normal,candle/Data/Images/Normal/0558.JPG,
candle,train,normal,candle/Data/Images/Normal/0034.JPG,
candle,train,normal,candle/Data/Images/Normal/0120.JPG,
candle,train,normal,candle/Data/Images/Normal/0095.JPG,
candle,train,normal,candle/Data/Images/Normal/0353.JPG,
candle,train,normal,candle/Data/Images/Normal/0726.JPG,
candle,train,normal,candle/Data/Images/Normal/0468.JPG,
candle,train,normal,candle/Data/Images/Normal/0493.JPG,
candle,train,normal,candle/Data/Images/Normal/0129.JPG,
candle,train,normal,candle/Data/Images/Normal/0852.JPG,
candle,train,normal,candle/Data/Images/Normal/0669.JPG,
candle,train,normal,candle/Data/Images/Normal/0206.JPG,
candle,train,normal,candle/Data/Images/Normal/0142.JPG,
candle,train,normal,candle/Data/Images/Normal/0102.JPG,
candle,train,normal,candle/Data/Images/Normal/0717.JPG,
candle,train,normal,candle/Data/Images/Normal/0015.JPG,
candle,train,normal,candle/Data/Images/Normal/0838.JPG,
candle,train,normal,candle/Data/Images/Normal/0068.JPG,
candle,train,normal,candle/Data/Images/Normal/0710.JPG,
candle,train,normal,candle/Data/Images/Normal/0703.JPG,
candle,train,normal,candle/Data/Images/Normal/0807.JPG,
candle,train,normal,candle/Data/Images/Normal/0351.JPG,
candle,train,normal,candle/Data/Images/Normal/0259.JPG,
candle,train,normal,candle/Data/Images/Normal/0564.JPG,
candle,train,normal,candle/Data/Images/Normal/0901.JPG,
candle,train,normal,candle/Data/Images/Normal/0308.JPG,
candle,train,normal,candle/Data/Images/Normal/0012.JPG,
candle,train,normal,candle/Data/Images/Normal/0063.JPG,
candle,train,normal,candle/Data/Images/Normal/0788.JPG,
candle,train,normal,candle/Data/Images/Normal/0331.JPG,
candle,train,normal,candle/Data/Images/Normal/0239.JPG,
candle,train,normal,candle/Data/Images/Normal/0233.JPG,
candle,train,normal,candle/Data/Images/Normal/0938.JPG,
candle,train,normal,candle/Data/Images/Normal/0071.JPG,
candle,train,normal,candle/Data/Images/Normal/0645.JPG,
candle,train,normal,candle/Data/Images/Normal/0767.JPG,
candle,train,normal,candle/Data/Images/Normal/0461.JPG,
candle,train,normal,candle/Data/Images/Normal/0628.JPG,
candle,train,normal,candle/Data/Images/Normal/0830.JPG,
candle,train,normal,candle/Data/Images/Normal/0702.JPG,
candle,train,normal,candle/Data/Images/Normal/0293.JPG,
candle,train,normal,candle/Data/Images/Normal/0256.JPG,
candle,train,normal,candle/Data/Images/Normal/0081.JPG,
candle,train,normal,candle/Data/Images/Normal/0079.JPG,
candle,train,normal,candle/Data/Images/Normal/0408.JPG,
candle,train,normal,candle/Data/Images/Normal/0524.JPG,
candle,train,normal,candle/Data/Images/Normal/0765.JPG,
candle,train,normal,candle/Data/Images/Normal/0819.JPG,
candle,train,normal,candle/Data/Images/Normal/0002.JPG,
candle,train,normal,candle/Data/Images/Normal/0497.JPG,
candle,train,normal,candle/Data/Images/Normal/0835.JPG,
candle,train,normal,candle/Data/Images/Normal/0388.JPG,
candle,train,normal,candle/Data/Images/Normal/0055.JPG,
candle,train,normal,candle/Data/Images/Normal/0663.JPG,
candle,train,normal,candle/Data/Images/Normal/0559.JPG,
candle,train,normal,candle/Data/Images/Normal/0139.JPG,
candle,train,normal,candle/Data/Images/Normal/0200.JPG,
candle,train,normal,candle/Data/Images/Normal/0085.JPG,
candle,train,normal,candle/Data/Images/Normal/0276.JPG,
candle,train,normal,candle/Data/Images/Normal/0212.JPG,
candle,train,normal,candle/Data/Images/Normal/0860.JPG,
candle,train,normal,candle/Data/Images/Normal/0806.JPG,
candle,train,normal,candle/Data/Images/Normal/0625.JPG,
candle,train,normal,candle/Data/Images/Normal/0914.JPG,
candle,train,normal,candle/Data/Images/Normal/0322.JPG,
candle,train,normal,candle/Data/Images/Normal/0334.JPG,
candle,train,normal,candle/Data/Images/Normal/0131.JPG,
candle,train,normal,candle/Data/Images/Normal/0040.JPG,
candle,train,normal,candle/Data/Images/Normal/0265.JPG,
candle,train,normal,candle/Data/Images/Normal/0133.JPG,
candle,train,normal,candle/Data/Images/Normal/0183.JPG,
candle,train,normal,candle/Data/Images/Normal/0603.JPG,
candle,train,normal,candle/Data/Images/Normal/0884.JPG,
candle,train,normal,candle/Data/Images/Normal/0437.JPG,
candle,train,normal,candle/Data/Images/Normal/0630.JPG,
candle,train,normal,candle/Data/Images/Normal/0798.JPG,
candle,train,normal,candle/Data/Images/Normal/0415.JPG,
candle,train,normal,candle/Data/Images/Normal/0431.JPG,
candle,train,normal,candle/Data/Images/Normal/0763.JPG,
candle,train,normal,candle/Data/Images/Normal/0342.JPG,
candle,train,normal,candle/Data/Images/Normal/0309.JPG,
candle,train,normal,candle/Data/Images/Normal/0756.JPG,
candle,train,normal,candle/Data/Images/Normal/0704.JPG,
candle,train,normal,candle/Data/Images/Normal/0557.JPG,
candle,train,normal,candle/Data/Images/Normal/0465.JPG,
candle,train,normal,candle/Data/Images/Normal/0473.JPG,
candle,train,normal,candle/Data/Images/Normal/0332.JPG,
candle,train,normal,candle/Data/Images/Normal/0238.JPG,
candle,train,normal,candle/Data/Images/Normal/0670.JPG,
candle,train,normal,candle/Data/Images/Normal/0426.JPG,
candle,train,normal,candle/Data/Images/Normal/0246.JPG,
candle,train,normal,candle/Data/Images/Normal/0538.JPG,
candle,train,normal,candle/Data/Images/Normal/0534.JPG,
candle,train,normal,candle/Data/Images/Normal/0082.JPG,
candle,train,normal,candle/Data/Images/Normal/0148.JPG,
candle,train,normal,candle/Data/Images/Normal/0972.JPG,
candle,train,normal,candle/Data/Images/Normal/0048.JPG,
candle,train,normal,candle/Data/Images/Normal/0640.JPG,
candle,train,normal,candle/Data/Images/Normal/0153.JPG,
candle,train,normal,candle/Data/Images/Normal/0057.JPG,
candle,train,normal,candle/Data/Images/Normal/0097.JPG,
candle,train,normal,candle/Data/Images/Normal/0814.JPG,
candle,train,normal,candle/Data/Images/Normal/0989.JPG,
candle,train,normal,candle/Data/Images/Normal/0267.JPG,
candle,train,normal,candle/Data/Images/Normal/0757.JPG,
candle,train,normal,candle/Data/Images/Normal/0060.JPG,
candle,train,normal,candle/Data/Images/Normal/0668.JPG,
candle,train,normal,candle/Data/Images/Normal/0425.JPG,
candle,train,normal,candle/Data/Images/Normal/0906.JPG,
candle,train,normal,candle/Data/Images/Normal/0485.JPG,
candle,train,normal,candle/Data/Images/Normal/0339.JPG,
candle,train,normal,candle/Data/Images/Normal/0613.JPG,
candle,train,normal,candle/Data/Images/Normal/0865.JPG,
candle,train,normal,candle/Data/Images/Normal/0391.JPG,
candle,train,normal,candle/Data/Images/Normal/0975.JPG,
candle,train,normal,candle/Data/Images/Normal/0029.JPG,
candle,train,normal,candle/Data/Images/Normal/0897.JPG,
candle,train,normal,candle/Data/Images/Normal/0052.JPG,
candle,train,normal,candle/Data/Images/Normal/0969.JPG,
candle,train,normal,candle/Data/Images/Normal/0248.JPG,
candle,train,normal,candle/Data/Images/Normal/0651.JPG,
candle,train,normal,candle/Data/Images/Normal/0448.JPG,
candle,train,normal,candle/Data/Images/Normal/0803.JPG,
candle,train,normal,candle/Data/Images/Normal/0841.JPG,
candle,train,normal,candle/Data/Images/Normal/0960.JPG,
candle,train,normal,candle/Data/Images/Normal/0447.JPG,
candle,train,normal,candle/Data/Images/Normal/0700.JPG,
candle,train,normal,candle/Data/Images/Normal/0241.JPG,
candle,train,normal,candle/Data/Images/Normal/0373.JPG,
candle,train,normal,candle/Data/Images/Normal/0337.JPG,
candle,train,normal,candle/Data/Images/Normal/0786.JPG,
candle,train,normal,candle/Data/Images/Normal/0433.JPG,
candle,train,normal,candle/Data/Images/Normal/0314.JPG,
candle,train,normal,candle/Data/Images/Normal/0962.JPG,
candle,train,normal,candle/Data/Images/Normal/0173.JPG,
candle,train,normal,candle/Data/Images/Normal/0281.JPG,
candle,train,normal,candle/Data/Images/Normal/0771.JPG,
candle,train,normal,candle/Data/Images/Normal/0207.JPG,
candle,train,normal,candle/Data/Images/Normal/0535.JPG,
candle,train,normal,candle/Data/Images/Normal/0375.JPG,
candle,train,normal,candle/Data/Images/Normal/0270.JPG,
candle,train,normal,candle/Data/Images/Normal/0978.JPG,
candle,train,normal,candle/Data/Images/Normal/0584.JPG,
candle,train,normal,candle/Data/Images/Normal/0607.JPG,
candle,train,normal,candle/Data/Images/Normal/0124.JPG,
candle,train,normal,candle/Data/Images/Normal/0105.JPG,
candle,train,normal,candle/Data/Images/Normal/0460.JPG,
candle,train,normal,candle/Data/Images/Normal/0278.JPG,
candle,train,normal,candle/Data/Images/Normal/0531.JPG,
candle,train,normal,candle/Data/Images/Normal/0420.JPG,
candle,train,normal,candle/Data/Images/Normal/0444.JPG,
candle,train,normal,candle/Data/Images/Normal/0551.JPG,
candle,train,normal,candle/Data/Images/Normal/0945.JPG,
candle,train,normal,candle/Data/Images/Normal/0999.JPG,
candle,train,normal,candle/Data/Images/Normal/0983.JPG,
candle,train,normal,candle/Data/Images/Normal/0025.JPG,
candle,train,normal,candle/Data/Images/Normal/0856.JPG,
candle,train,normal,candle/Data/Images/Normal/0816.JPG,
candle,train,normal,candle/Data/Images/Normal/0361.JPG,
candle,train,normal,candle/Data/Images/Normal/0970.JPG,
candle,train,normal,candle/Data/Images/Normal/0866.JPG,
candle,train,normal,candle/Data/Images/Normal/0004.JPG,
candle,train,normal,candle/Data/Images/Normal/0128.JPG,
candle,train,normal,candle/Data/Images/Normal/0822.JPG,
candle,train,normal,candle/Data/Images/Normal/0304.JPG,
candle,train,normal,candle/Data/Images/Normal/0343.JPG,
candle,train,normal,candle/Data/Images/Normal/0061.JPG,
candle,train,normal,candle/Data/Images/Normal/0609.JPG,
candle,train,normal,candle/Data/Images/Normal/0204.JPG,
candle,train,normal,candle/Data/Images/Normal/0392.JPG,
candle,train,normal,candle/Data/Images/Normal/0693.JPG,
candle,train,normal,candle/Data/Images/Normal/0843.JPG,
candle,train,normal,candle/Data/Images/Normal/0349.JPG,
candle,train,normal,candle/Data/Images/Normal/0611.JPG,
candle,train,normal,candle/Data/Images/Normal/0661.JPG,
candle,train,normal,candle/Data/Images/Normal/0419.JPG,
candle,train,normal,candle/Data/Images/Normal/0389.JPG,
candle,train,normal,candle/Data/Images/Normal/0546.JPG,
candle,train,normal,candle/Data/Images/Normal/0143.JPG,
candle,train,normal,candle/Data/Images/Normal/0689.JPG,
candle,train,normal,candle/Data/Images/Normal/0430.JPG,
candle,train,normal,candle/Data/Images/Normal/0275.JPG,
